NCT Number,Study Title,Study URL,Study Status,Conditions,Interventions,Sponsor,Collaborators,Phases,Study Type
NCT00236574,A Study to Evaluate the Efficacy and Safety of Galantamine in Patients With Mild Cognitive Impairment,https://clinicaltrials.gov/study/NCT00236574,COMPLETED,Dementia|Alzheimer Disease,DRUG: Galantamine hydrobromide,"Johnson & Johnson Pharmaceutical Research & Development, L.L.C.",,PHASE3,INTERVENTIONAL
NCT00236431,A Study to Evaluate the Efficacy and Safety of Galantamine in Patients With Mild Cognitive Impairment,https://clinicaltrials.gov/study/NCT00236431,COMPLETED,Dementia|Alzheimer Disease,DRUG: Galantamine hydrobromide,"Johnson & Johnson Pharmaceutical Research & Development, L.L.C.",,PHASE3,INTERVENTIONAL
NCT02353598,A Study of Crenezumab in Participants With Mild to Moderate Alzheimer Disease,https://clinicaltrials.gov/study/NCT02353598,COMPLETED,Alzheimer Disease,DRUG: Crenezumab dose level 1|DRUG: Crenezumab dose level 2|DRUG: Crenezumb dose level 3|DRUG: Placebo,"Genentech, Inc.",,PHASE1,INTERVENTIONAL
NCT03954210,SIESTA: Sleep Intervention to Enhance Cognitive Status and Reduce Beta Amyloid,https://clinicaltrials.gov/study/NCT03954210,COMPLETED,Insomnia,BEHAVIORAL: Cognitive Behavioral Therapy for Insomnia (CBT-I)|BEHAVIORAL: Sleep and Lifestyle Education,University of Kansas Medical Center,National Institute on Aging (NIA)|National Institutes of Health (NIH),,INTERVENTIONAL
NCT00000177,Estrogen Hormone Protocol,https://clinicaltrials.gov/study/NCT00000177,COMPLETED,Alzheimer Disease,DRUG: Estrogen,National Institute on Aging (NIA),,PHASE3,INTERVENTIONAL
NCT00750282,Phase II Study of Florbetaben (BAY 94-9172) PET Imaging for Detection/Exclusion of Cerebral Î²-amyloid in Patients With Probable Alzheimer's Disease Compared to Healthy Volunteers,https://clinicaltrials.gov/study/NCT00750282,COMPLETED,Alzheimer Disease|Amyloid Beta-Protein,DRUG: Florbetaben (BAY94-9172),Life Molecular Imaging SA,,PHASE2,INTERVENTIONAL
NCT00627029,Evaluation of Programs of Coordinated Care and Disease Management,https://clinicaltrials.gov/study/NCT00627029,UNKNOWN,Congestive Heart Failure|Diabetes|Coronary Artery Disease|Chronic Obstructive Pulmonary Disease|Cancer|Cerebrovascular Disease|Alzheimer's Disease|Psychotic Disorder|Major Depression,BEHAVIORAL: Care Coordination,"Mathematica Policy Research, Inc.",Centers for Medicare and Medicaid Services,,INTERVENTIONAL
NCT02103894,Evaluation of [18F]MNI-777 PET as a Marker of Tau Pathology in Subjects With Tauopathies Compared to Healthy Subjects,https://clinicaltrials.gov/study/NCT02103894,COMPLETED,Alzheimer's Disease (AD)|Parkinson's Disease (PD)|Chronic Traumatic Encephalopathy (CTE)|Progressive Supranuclear Palsy (PSP)|Frontal Temporal Dementia (FTD)|Pick's Disease|Tauopathies,DRUG: [18F]T807 ([18F]MNI-777),Molecular NeuroImaging,Institute for Neurodegenerative Disorders,PHASE1,INTERVENTIONAL
NCT04639050,"Brainshuttle AD: A Multiple Ascending Dose Study to Investigate the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of RO7126209 Following Intravenous Infusion in Participants With Prodromal or Mild to Moderate Alzheimer's Disease",https://clinicaltrials.gov/study/NCT04639050,ACTIVE_NOT_RECRUITING,Alzheimers Disease,DRUG: RO7126209|DRUG: Placebo,Hoffmann-La Roche,,PHASE1|PHASE2,INTERVENTIONAL
NCT06027320,The Retain Your Brain Health Study (RetainYourBrain.com),https://clinicaltrials.gov/study/NCT06027320,COMPLETED,Alzheimer Disease|Dementia|Healthy Participants|Brain Health,BEHAVIORAL: Brain Health Education|BEHAVIORAL: Alzheimer Disease Education,"Retain Health, Inc",National Institute on Aging (NIA),,INTERVENTIONAL
NCT05783830,Study Evaluating the Pharmacokinetics of a Single Microdose of ACD856,https://clinicaltrials.gov/study/NCT05783830,COMPLETED,Cognition Disorder|Alzheimer Disease,DRUG: ACD856,AlzeCure Pharma,,EARLY_PHASE1,INTERVENTIONAL
NCT05686980,A Study to Assess the Adverse Events and How Oral ABBV-552 Capsules Moves Through the Body of Healthy Adult Japanese and Han Chinese Participants,https://clinicaltrials.gov/study/NCT05686980,COMPLETED,Healthy Volunteers,DRUG: ABBV-552,AbbVie,,PHASE1,INTERVENTIONAL
NCT03577262,A Non-therapeutic Feasibility Study of the Radioligand [11C]-UCB-J for Imaging Synaptic Density,https://clinicaltrials.gov/study/NCT03577262,COMPLETED,Healthy|Alzheimer Disease,OTHER: [11C]-UCB-J,"Alkermes, Inc.","QPS Netherlands B.V.|University Medical Center Groningen|Amsterdam UMC, location VUmc",EARLY_PHASE1,INTERVENTIONAL
NCT01255046,Study of STA-1 as an Add-on Treatment to Donepezil,https://clinicaltrials.gov/study/NCT01255046,UNKNOWN,Alzheimer Disease,"DRUG: Donepezil,|DRUG: STA-1|DRUG: placebo","Sinphar Pharmaceutical Co., Ltd",,PHASE2,INTERVENTIONAL
NCT05077631,"Study to Evaluate the Effects of Single Ascending Oral Doses of ACD856 on Safety, Tolerability and Pharmacokinetics",https://clinicaltrials.gov/study/NCT05077631,COMPLETED,Alzheimer Disease|Cognition Disorder,DRUG: ACD856|DRUG: Placebo|DRUG: ACD856 (fed cohort),AlzeCure Pharma,,PHASE1,INTERVENTIONAL
NCT05077501,"Study to Evaluate the Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of Multiple Ascending Doses of ACD856",https://clinicaltrials.gov/study/NCT05077501,COMPLETED,Alzheimer Disease|Cognition Disorder,DRUG: ACD856|DRUG: Placebo,AlzeCure Pharma,,PHASE1,INTERVENTIONAL
NCT06673069,"Hero: A Study to Evaluate the Safety, Tolerability, and Pharmacokinetics (PK) and Pharmacodynamics (PD) of ION269 in Participants With Down Syndrome (DS) at Risk for Alzheimer's Disease (AD)",https://clinicaltrials.gov/study/NCT06673069,RECRUITING,Alzheimer Disease|Down Syndrome,DRUG: ION269,"Ionis Pharmaceuticals, Inc.",,PHASE1,INTERVENTIONAL
NCT03977584,Tau Positron Emission Tomography (PET) Longitudinal Substudy Associated With: Study of Crenezumab Versus Placebo in Preclinical Presenilin1 (PSEN1) E280A Mutation Carriers in the Treatment of Autosomal-Dominant Alzheimer's Disease,https://clinicaltrials.gov/study/NCT03977584,COMPLETED,Alzheimer Disease,DRUG: Crenezumab|DRUG: Placebo|OTHER: [^18F]GTP1,Hoffmann-La Roche,Banner Alzheimer's Institute|National Institute on Aging (NIA),PHASE2,INTERVENTIONAL
NCT03417986,Clinical Trial to Explore the the Amyloid Beta Draining Effect of Thiethylperazine (TEP) in Subjects With Newly Diagnosed Early-to-mild Dementia Due to Alzheimer's Disease (AD) in Comparison to Healthy Volunteers,https://clinicaltrials.gov/study/NCT03417986,COMPLETED,Alzheimer Disease,DRUG: TEP,Immungenetics AG,,PHASE2,INTERVENTIONAL
NCT03987464,Platform-based Mild Cognitive Impairment (MCI) Trial,https://clinicaltrials.gov/study/NCT03987464,COMPLETED,Mild Cognitive Impairment,BEHAVIORAL: Planning for the Future|BEHAVIORAL: Enhanced Medical Engagement|BEHAVIORAL: Confidence Building and Social Engagement|BEHAVIORAL: Physical Intervention|BEHAVIORAL: Medical Adherence,Allison Gibson,,,INTERVENTIONAL
NCT03926520,Electroconvulsive Therapy (ECT) for Agitation in Dementia (AD),https://clinicaltrials.gov/study/NCT03926520,RECRUITING,"Alzheimer Dementia|Agitation,Psychomotor",DEVICE: Electroconvulsive Therapy (ECT),Brent Forester,Mayo Clinic|Pine Rest Christian Mental Health Services|Emory University|The Zucker Hillside Hospital|Medical University of South Carolina,,INTERVENTIONAL
NCT03638583,Alzheimer Prevention Trials (APT) Webstudy,https://clinicaltrials.gov/study/NCT03638583,RECRUITING,Alzheimer Disease|Dementia,,University of Southern California,National Institute on Aging (NIA)|Brigham and Women's Hospital|The Cleveland Clinic,,OBSERVATIONAL
NCT05644262,Life's End Benefits of cannaBidiol and tetrahYdrocannabinol,https://clinicaltrials.gov/study/NCT05644262,RECRUITING,Agitation|Dementia,DRUG: T2:C100|DRUG: Placebo,University of Southern California,Medical University of South Carolina|Alzheimer's Clinical Trials Consortium|Alzheimer's Therapeutic Research Institute|National Institute on Aging (NIA),PHASE2,INTERVENTIONAL
NCT02820155,Phase I Single and Multiple Escalating Dose Study of RGN1016 in Healthy Male Subjects,https://clinicaltrials.gov/study/NCT02820155,UNKNOWN,Healthy,DRUG: RGN1016|DRUG: Placebo,National Taiwan University Hospital,National Taiwan University,PHASE1,INTERVENTIONAL
NCT05231785,A Study to Evaluate the Safety and Tolerability of ALN-APP in Patients With EOAD,https://clinicaltrials.gov/study/NCT05231785,RECRUITING,Early-Onset Alzheimer Disease,DRUG: ALN-APP|DRUG: Placebo,Alnylam Pharmaceuticals,,PHASE1,INTERVENTIONAL
NCT02414607,Effect of Elderberry Juice on Cognition and Inflammation in Patients With Mild Cognitive Impairment,https://clinicaltrials.gov/study/NCT02414607,COMPLETED,Mild Cognitive Impairment,BIOLOGICAL: Elderberry Juice|OTHER: Placebo,University of Missouri-Columbia,,PHASE1|PHASE2,INTERVENTIONAL
NCT02180269,"A Safety, Tolerability and Pharmacokinetics Study of JNJ-54861911 in Healthy Japanese Male Participants",https://clinicaltrials.gov/study/NCT02180269,COMPLETED,Healthy,DRUG: JNJ-54861911 (25 mg)|DRUG: JNJ-54861911 (50 mg)|DRUG: JNJ-54861911 (100 mg)|DRUG: Placebo,Janssen Pharmaceutical K.K.,,PHASE1,INTERVENTIONAL
NCT01297140,"The PACO Study (""PersonnalitÃ© Alzheimer COmportement"")",https://clinicaltrials.gov/study/NCT01297140,UNKNOWN,Alzheimer Disease,BEHAVIORAL: questioning,Hospices Civils de Lyon,,,INTERVENTIONAL
NCT01145482,Mechanisms of Insulin Facilitation of Memory,https://clinicaltrials.gov/study/NCT01145482,COMPLETED,Memory Disorders,DRUG: Insulin|OTHER: Saline,University of Texas at Austin,,,INTERVENTIONAL
NCT05827653,MAD Study of NX210c,https://clinicaltrials.gov/study/NCT05827653,COMPLETED,Healthy Elderly,DRUG: NX210c|DRUG: Placebo,Axoltis Pharma,"Centre for Human Drug Research, Netherlands",PHASE1,INTERVENTIONAL
NCT03461276,Safety and Immunogenicity of Repeated Doses of ABvac40 in Patients With a-MCI or Vm-AD,https://clinicaltrials.gov/study/NCT03461276,COMPLETED,Mild Cognitive Impairment|Alzheimer Disease,BIOLOGICAL: ABvac40|BIOLOGICAL: Placebo,Araclon Biotech S.L.,,PHASE2,INTERVENTIONAL
NCT00257712,"SMART: Somatotrophics, Memory, and Aging Research Trial",https://clinicaltrials.gov/study/NCT00257712,COMPLETED,Aging|Mild Cognitive Impairment,DRUG: TH9507 human growth hormone releasing hormone (GHRH),University of Washington,National Institute on Aging (NIA),PHASE2,INTERVENTIONAL
NCT00692705,"Positron Emission Tomography (PET) Study With [11C]AZD2995 and [11C]AZD2184, Candidate PET Ligands for Î² Amyloid",https://clinicaltrials.gov/study/NCT00692705,COMPLETED,AlzheimerÂ´s Disease,DRUG: Radioligand (11C)AZD2995|DRUG: Radioligand (11C)AZD2184,AstraZeneca,,PHASE1,INTERVENTIONAL
NCT04065061,"Erinacine A-enriched Hericium Erinaceus Mycelia for Improvement of Recognition, Vision, and Functional MRI Alterations",https://clinicaltrials.gov/study/NCT04065061,COMPLETED,Supplement|Cognition Disorders in Old Age|Vision|fMRI,DIETARY_SUPPLEMENT: Erinacine A-enriched Hericium Erinaceus Mycelia|DIETARY_SUPPLEMENT: Placebo,Chung Shan Medical University,Grape King Bio Ltd.,,INTERVENTIONAL
NCT03852901,Sodium-glucose Co Transporter 2 (sGLT2) Inhibitor and Endogenous Ketone Production,https://clinicaltrials.gov/study/NCT03852901,COMPLETED,Empaglifozin|Physiological Effects of Drugs|Hypoglycemic Agents|Sodium-Glucose Transporter 2 Inhibitors,DRUG: empagliflozin (Jardiance) 25 mg,National Institute on Aging (NIA),,PHASE1,INTERVENTIONAL
NCT03761381,OCT Angiography and NRAI in Dementia,https://clinicaltrials.gov/study/NCT03761381,RECRUITING,Alzheimer Disease|Dementia|Mild Cognitive Impairment,DEVICE: Optical Coherence Tomography Angiography (OCTA) Imaging|DEVICE: Noninvasive Retinal Amyloid Imaging (NRAI),Oregon Health and Science University,,,OBSERVATIONAL
NCT03661034,"Study of Tolerability, Safety and Efficacy of Sensory Stimulation at Multiple Dose Levels to Improve Brain Function (Etude Study)",https://clinicaltrials.gov/study/NCT03661034,UNKNOWN,"Alzheimer Disease, Early Onset|Alzheimer Disease|Alzheimer Dementia|Mild Cognitive Impairment|Memory Disorders|Memory Loss|Memory Impairment|Memory Disorders, Age Related|Alzheimer Disease, Late Onset|Cognitive Impairment|Dementia, Mild|Dementia, Alzheimer Type|Cognitive Decline","DEVICE: GammaSense Stimulation System (non-invasive, non-significant risk)","Cognito Therapeutics, Inc.",,,INTERVENTIONAL
NCT03556280,Multi-Center Study of Sensory Stimulation to Improve Brain Function,https://clinicaltrials.gov/study/NCT03556280,ACTIVE_NOT_RECRUITING,"Alzheimer Disease|Cognitive Impairment|Mild Cognitive Impairment|Dementia Alzheimers|Dementia, Mild|Dementia, Alzheimer Type|Dementia of Alzheimer Type|Dementia|Cognitive Impairment, Mild|Cognitive Decline",DEVICE: GammaSense Stimulation System (Active Settings)|DEVICE: GammaSense Stimulation System (Sham Settings),"Cognito Therapeutics, Inc.",,,INTERVENTIONAL
NCT03311711,Preparation for End-of-Life Decision Making in Mild Dementia,https://clinicaltrials.gov/study/NCT03311711,COMPLETED,Dementia,BEHAVIORAL: SPIRIT-in person|BEHAVIORAL: SPIRIT-remote|BEHAVIORAL: Usual care,Emory University,National Institute on Aging (NIA),,INTERVENTIONAL
NCT02793232,"Clinical Trial In Healthy Volunteers And Health Elderly Volunteers To Evaluate The Safety, Tolerability And Blood Concentration After Single And Multiple Escalating Oral Doses Of PF-06751979.",https://clinicaltrials.gov/study/NCT02793232,COMPLETED,Healthy Subjects,DRUG: PF-06751979 single dose|DRUG: Placebo single dose|DRUG: PF-06751979 multiple ascending dose|DRUG: Placebo multiple ascending dose|DRUG: PF-06751979 multiple dose|DRUG: Placebo multiple elderly dose,Pfizer,,PHASE1,INTERVENTIONAL
NCT02720445,Memory Improvement Through Nicotine Dosing (MIND) Study,https://clinicaltrials.gov/study/NCT02720445,ACTIVE_NOT_RECRUITING,Mild Cognitive Impairment,DRUG: Nicotine Transdermal Patch|DRUG: Placebo Patch,University of Southern California,National Institute on Aging (NIA)|Vanderbilt University|Alzheimer's Therapeutic Research Institute,PHASE2,INTERVENTIONAL
NCT02570997,Ascending Dose Study of CT1812 in Healthy Volunteers,https://clinicaltrials.gov/study/NCT02570997,COMPLETED,Cognitive Impairment,DRUG: CT1812|DRUG: Placebo,Cognition Therapeutics,,PHASE1,INTERVENTIONAL
NCT02260700,"A Study to Evaluate Bioavailability, Food Effect, Safety and Tolerability of a Solid Dosage Formulation of JNJ-54861911 in Healthy Older Male Participants",https://clinicaltrials.gov/study/NCT02260700,COMPLETED,Healthy,DRUG: JNJ-54861911 (Treatment A)|DRUG: JNJ-54861911 (Treatment B)|DRUG: JNJ-54861911 (Treatment C),"Janssen Research & Development, LLC",,PHASE1,INTERVENTIONAL
NCT02248636,Cholinesterase Inhibitor Discontinuation,https://clinicaltrials.gov/study/NCT02248636,COMPLETED,Dementia,DRUG: Cholinesterase inhibitor|DRUG: Sham discontinuation,VA Office of Research and Development,,PHASE2|PHASE3,INTERVENTIONAL
NCT03119961,Blood Brain Barrier Opening in Alzheimer' Disease,https://clinicaltrials.gov/study/NCT03119961,COMPLETED,Alzheimer Disease,DEVICE: SONOCLOUDÂ®,Assistance Publique - HÃ´pitaux de Paris,CarThera|BPIfrance,PHASE1|PHASE2,INTERVENTIONAL
NCT00948259,Safety Study of a Glycogen Synthase Kinase 3 (GSK3) Inhibitor in Patients With AlzheimerÂ´s Disease,https://clinicaltrials.gov/study/NCT00948259,COMPLETED,AlzheimerÂ´s Disease,DRUG: NP031112|DRUG: Placebo,Noscira SA,,PHASE1|PHASE2,INTERVENTIONAL
NCT01550172,Improving Dementia Caregiver Sleep & the Effect on Heart Disease Biomarkers,https://clinicaltrials.gov/study/NCT01550172,COMPLETED,Caregivers of Persons With Dementia,BEHAVIORAL: Sleep Behavioral Therapy A and NHMS|BEHAVIORAL: Sleep Behavioral Therapy B and NHMS,University of South Florida,National Institute on Aging (NIA),,INTERVENTIONAL
NCT00596284,Cognitive Behavior Therapy for Treating Anxiety in People With Dementia,https://clinicaltrials.gov/study/NCT00596284,COMPLETED,Anxiety Disorders|Dementia,BEHAVIORAL: Cognitive Behavioral Therapy of Anxiety in Dementia (CBT-AD)|BEHAVIORAL: Enhanced Usual Care (EUC),Baylor College of Medicine,National Institute of Mental Health (NIMH),PHASE1,INTERVENTIONAL
NCT00267163,Brain Imaging and Mental Disorders of Aging Intervention,https://clinicaltrials.gov/study/NCT00267163,COMPLETED,Cognition Disorders,DRUG: donepezil|DRUG: Placebo,National Institute on Aging (NIA),,PHASE4,INTERVENTIONAL
NCT00242593,Rosiglitazone Effects on Cognition for Adults in Later Life,https://clinicaltrials.gov/study/NCT00242593,UNKNOWN,Mild Cognitive Impairment,DRUG: Rosiglitazone,University of Washington,National Institute on Aging (NIA)|GlaxoSmithKline,PHASE2,INTERVENTIONAL
NCT06320639,DRIVing Simulator and People With NeuroCognitive Disorders,https://clinicaltrials.gov/study/NCT06320639,RECRUITING,Neurocognitive Disorders,,University Gustave Eiffel,Hospices Civils de Lyon,,OBSERVATIONAL
NCT05619263,Emergency Preparedness for Caregivers of Persons With Dementia: Disaster PrepWise,https://clinicaltrials.gov/study/NCT05619263,RECRUITING,Caregiver Resilience and Stress,BEHAVIORAL: Disaster PrepWise-Caregiver,Sato Ashida,National Institute on Aging (NIA),,INTERVENTIONAL
NCT05449626,Validity and Reliability of Turkish Version of Bayer Activities of Daily Living Scale,https://clinicaltrials.gov/study/NCT05449626,COMPLETED,Alzheimer Disease|Activities of Daily Living,DIAGNOSTIC_TEST: Assessment,Yeditepe University,,,OBSERVATIONAL
NCT04906863,Genetic Studies of Early-onset Dementia,https://clinicaltrials.gov/study/NCT04906863,RECRUITING,"Dementia, Early Onset",GENETIC: Blood draw|OTHER: Neurocognitive testing|OTHER: Medical questionnaire,Columbia University,University of Miami|National Institute on Aging (NIA),,OBSERVATIONAL
NCT05012410,WeCareAdvisor Study for Caregivers of People Living With Dementia,https://clinicaltrials.gov/study/NCT05012410,COMPLETED,Dementia|Caregiver Burnout|Caregiver Stress Syndrome|Alzheimer Disease|Frontotemporal Dementia|Vascular Dementia|Dementia With Lewy Bodies,BEHAVIORAL: Immediate treatment group with High-Intensity Prompts|BEHAVIORAL: Immediate treatment group with Low-Intensity Prompts|BEHAVIORAL: Waitlist Control after three months with High-Intensity Prompts|BEHAVIORAL: Waitlist Control after three months with Low-Intensity Prompts,Drexel University,"University of California, Davis|National Institute on Aging (NIA)|Johns Hopkins University",,INTERVENTIONAL
NCT01498263,"Inherited Diseases, Caregiving, and Social Networks",https://clinicaltrials.gov/study/NCT01498263,COMPLETED,Undiagnosed Disease|Healthy Volunteer (Adult With Typically Developing Child)|Inherited Neurodegenerative Disorders|Inherited Metabolic Disorders (Inborn Errors of Metabolism)|Alzheimer's Disease and Related Dementias,,National Human Genome Research Institute (NHGRI),,,OBSERVATIONAL
NCT04507126,A Pilot Study of the Effects of BCG Immunization on CSF and Blood-based Biomarkers in Older Adults.,https://clinicaltrials.gov/study/NCT04507126,COMPLETED,Healthy,BIOLOGICAL: Bacillus Calmette-Guerin (BCG),Massachusetts General Hospital,,PHASE2,INTERVENTIONAL
